"","klasifikasi","score","text"
"1767","Positif",1,"on joki tugas akuntansi pengantar akuntansi akuntansi biaya akuntansi pemerintah akuntansi keuangan mene "
"1768","Netral",0,"terkecuali sr  bs sekuat sr malaysiakalo merintah indonesia memberlakukan dual citizenshikami mas "
"1769","Netral",0,"  merintah n sbnrnya udh duli bgt sm kaum freesex  "
"1770","Negatif",-1," bahaya nih  dimaki merintah  "
"1771","Netral",0," kadrun    dzalimi  merintah rafi ahmad    dukung  jokowi usaha "
"1772","Positif",1,"dirgahayu kor polairud baharkam polri mari  jadikan  momentum  meningkatkan soliditas  sinerg "
"1773","Netral",0," merintah  mangku jabatan   oyek ngadaan dsb   menguntungkan rakyat   "
"1774","Negatif",-1,"pemerintah  imr beras sbg langkah utk   keseimbangan  kestian ketersediaan ng "
"1775","Negatif",-2,"pemerintah targetkan jalan  bandara senggan  ikn selesai juni "
"1776","Netral",0,"giat harian bhabinkamtibmas desa salube bripka awin puren da   kamis tgl  desember  kul  w "
"1777","Netral",0," hadir  rat  ra kela skpd terkait beserta jajaran da pemerintah kota palo  kanwil kemenku "
"1778","Positif",1,"  ksana sbg anya indonesiadia  tdk  utk merintah "
"1779","Positif",2," kadis kesehatan kota palo taufiq mewakili pemerintah kota menyamikan terima kasih keda tim perancang kanwi "
"1780","Negatif",-1," salahkan pemerintah   sesuatuini jaman fitnah yg kadang     golongan  un "
"1781","Negatif",-1," diskriminasi merintah  kentara"
"1782","Netral",0," gini inih jk kiran dn hatinya sakit dr terawan dibrentikan dr menkes "
"1783","Negatif",-1," berati ujian sim aslinnya sarkas  merintah ya"
"1784","Netral",0," ngerugiin rtumbuhan ekonomi kak  jogja bergantung  merintah sat  kotanya g "
"1785","Netral",0," disahkanya apbd kota pekanbaru  inflansi  infrastruktur  program prioritas pemerintah "
"1786","Netral",0," disahkanya apbd kota pekanbaru  inflansi  infrastruktur  program prioritas pemerintah "
"1787","Positif",1,"ketua tim penggerak pkk provinsi jawa barat   istri gub jabar   mengajak komunitas "
"1788","Netral",0," gabisa  bro  halnya serti freert  tamb "
"1789","Netral",0," pemerintah jeng aja bertahun berusaha naikin angka kelahiran bayi yakali  legalin rnikahan sejenis "
"1790","Netral",0,"wagub menilai baznas  beruya maksimal membantu merintah memulihkan ekonomi  era ndemi covid am menge "
"1791","Negatif",-1,"bukanya merintah benerin jalan  maksain warga nya atraksi "
"1792","Positif",1," selamat siang  informasikan    kanal layanan ngaduan pem "
"1793","Positif",1,"lumayan  kela daerah    merintah sat   lih  rakyat "
"1794","Positif",2,"ratusan kpm  desa cijurey terima bantuan pemerintahpusat "
"1795","Netral",0,"   dahal merintah  digaji duit jak rakyat"
"1796","Negatif",-1,"    sibuk mikirin bang merintah dah ga fokus ngurus rakyat ngintist "
"1797","Netral",0,"  indonesia klub dibiayai  pemerintah daerah    indonesia la butiwalikotagubernur  ketua klub"
"1798","Netral",0,"buku    ngehighlight romancenya t  ndangan litik alagi     sam googling "
"1799","Netral",0,"jokowi   merintah  membangun dayak center   wilayah iknsonghyekyo  "
"1800","Netral",0," wakakak senggol merintah setemt"
"1801","Netral",0," kebanyakan rs emang gelem duite bpjs ta ra gelem urusane ngkangko ntarsok saksik terutam "
"1802","Positif",1," maaf albendazole tu   obat kaki gajahni ogram dah   merintah   "
"1803","Netral",0,"  hebatnya   jabat negara saj "
"1804","Netral",0," semoga   rusahaan    benarbenar meneraan aturan  diteraan merintah  dal "
"1805","Netral",0,"  berhak melarang   nya otoritas dgn landasan raturan merintah"
"1806","Netral",0,"kedudukan sesebuah kerajaan  merintahmerintahnya seandainya musang  raja  tikus  ment "
"1807","Netral",0," kanwil kemenkumham sulsel lisa berharapemerintah australia  bertanggung   komnsasi   "
"1808","Negatif",-1," pemerintah daerah aceh    catat   garis bawahi vivacoid rakyat jng   muak"
"1809","Netral",0," gak  berlagak lon ra ra bloon  aying victim  didholimi  pemerintah pusa "
"1810","Negatif",-1," basa basi kayak gitu gak ngaruh   yg tinggal  "
"1811","Negatif",-1,"bumn  menjaga keseimbangan panganpemerintah  imr beras sbg langkah utk   kes "
"1812","Netral",0," berurusan sm merintah  sungguh melelahkan sy gabung  komunitas oertanian dgn  gt  "
"1813","Netral",0," wkwkw polisi  julid  pemerintah "
"1814","Netral",0,"pace mace pemerintah provinsi paa     pj gubernur mendukung nuh arahan bak wakil presiden "
"1815","Netral",0,"rancangan anggaran nerimaan belanja daerah apbd  kabuten indramayu gagal disahkan  buti  dprd ka "
"1816","Positif",1," jeng aja ngelarang ya    dukungan merintah  meningkatkan lasinya "
"1817","Negatif",-1,"  ra guri  akah  soalsoal resmi merintahkams namanama   mun "
"1818","Netral",0,"   tugas mui ta  mui  nolakannya  keha "
"1819","Negatif",-1," kalon mrka mendengungkan membela merintah emg kn pemerintah yg "
"1820","Negatif",-1,"hard camignnya ya lo liat aja  atform kek igtoktoksnhtfbtwitter udah kek normal aja sat  lo rgi "
"1821","Netral",0,"merintah sokan sembako melimh "
"1822","Negatif",-1," ulama radikal teroris am anti terhadapemerintah komni"
"1823","Positif",2,"jokowi gasl kesejahteraan anakkementerian pemberdayaan pereman  perlindungan anak mengharaan merintah "
"1824","Positif",1,"negara dat r triliun  cukai va pemerintah dituntut bikin regulasi khususbaca selengkaya "
"1825","Negatif",-1," nikmati aja drun setiakebijakan merintah  nyinyir krn yg loe tau  tol "
"1826","Negatif",-2," bak  orang asing  rakyat aceh  aceh  mengenal beliau  m "
"1827","Netral",0," udah dikasih  k djem klo udah  merintah ksa  tet janjiga  php"
"1828","Negatif",-1," bin buka posko bencana buktikan pemerintah hadir totalitasbinresncetbencanaalam "
"1829","Positif",1," gaji  biaya  selingkuhan  kawin siri  amanngerokok  banyakperusahaan akhi "
"1830","Netral",0," nyindir merintah setemt kali  "
"1831","Positif",1,"  luhut bp  den setiambelian seda motor listrik dat subsidi r  juta r unit  "
"1832","Negatif",-1," pemerintah kalah  mnc y ga  bilang demokrasi ncasila   bilang aja liberal"
"1833","Negatif",-1,"  surat tugasnya minimal  kbri setemtkarna kalo utusan resmi jalurnya merintah  yg  ngin"
"1834","Positif",1," here we go again tugas utama  rangkat pemerintah "
"1835","Netral",0," semoga tuntutannya disetujui merintah"
"1836","Positif",1," jaman orba pdi   rsulit  harto pdi cukumengelar mimbar bebas gak rlu  ijin rezim "
"1837","Negatif",-1,"sami  nama jln jokowidodo d saudi skrng bru d resmikan  sebelah nya rencana merintah saudiakan d bangun "
"1838","Negatif",-1,"    hiduu ling buruk  nyalahin orang  alagi merintah introksi  ajalan terbaik"
"1839","Netral",0," langkah ahy ntas  curigai   jual rahasia kekuatan rtahanan  ama "
"1840","Netral",0,"  nyindir merintah  "
"1841","Negatif",-2,"sahabateyecarehari aids sedunia relevan sami     masyarakat  merintah  hiv m "
"1842","Netral",0," zalim tu mmg salahlnggar hkum allah n salahdosa  dgn tuhan  dah tuta berkait dgn org l "
"1843","Netral",0," tumben lisi nyindir merintah"
"1844","Netral",0,"  "
"1845","Negatif",-1,"  presiden berharamerintah sat  daerah dat   mengendalikan inflasi  nasional "
"1846","Netral",0,"pemerintah sat  daerah diharaan   mengendalikan inflasipresiden joko widodo   "
"1847","Negatif",-1,"presiden joko widodo mengaesiasi kerja merintah daerah    mengendalikan inflasi  daerah  ter "
"1848","Negatif",-1,"presiden jokowi cek harga bahan pangan  pasar kemuning pontianakpresiden jokowi aesiasi kerja merintah daer "
"1849","Netral",0," initeh gimana konseya isiloya  nyindir merintah ato gimana "
"1850","Negatif",-2," owe dt ga ya kl subsidi segitu trus lwt rusahaan mbiayaan bukam milik merintah  aja bo "
"1851","Positif",1," rekomendasi buku romance fiction yg sub genreny membahas bnyk    litik iran  thn  ratu "
"1852","Negatif",-1," sial dipotong pemerintah tar"
"1853","Netral",0,"jujur   merukan rmasalahan domestik mewujudkan     mudah  merintah  simn  "
"1854","Netral",0," iya   ditarik ulur  merintah terkait wamilnya bangtan  bener bener  berangkat"
"1855","Negatif",-2," pokoknya yg kritik merintah   temr kalo ga  ditemr   arat hukum wkw "
"1856","Netral",0,"mohon bantuannya merintah indonesia onsi bengkulu  sekedar fakta data best who indonesia internasional "
"1857","Negatif",-4,"ga sadar kalo  nunjukin merintah daerah yg ga becus ngurus jalan  "
"1858","Negatif",-2,"merintah daerah tu sadar gak ya klo warga nya   warning utk  "
"1859","Netral",0," rusahaan yg sifatnya nugasan merintah not necessarily ofit oriented bulog "
"1860","Negatif",-1,"  aying victimyang melarang pemda setemt ta diframing  bab didholimi merintah "
"1861","Netral",0,"wagub menilai baznas  beruya maksimal membantu merintah memulihkan ekonomi  era ndemi covid am menge "
"1862","Netral",0,"  hebatnya   jabat negara  diund "
"1863","Negatif",-1," kadrun   dandanan bodoh   dgn bodohnya bilang kalo sunan gunung jati yg "
"1864","Netral",0,"pemerintah provinsi pemov sulawesi selatan sulsel menganggarkan r miliar  oyek mbangunan stadion "
"1865","Positif",3," wanita iran  kebebasan bandingkan ncaian wanita iran  negara   dunia kod etika "
"1866","Positif",1,"pemerintah  polresta banda aceh batalkan rekomendasi izin keramaian acara kena "
"1867","Netral",0," yuk jilat ludah rame   nasdem dikritik kamet kadrun kr "
"1868","Positif",1," nahkan   aja  kalo udah sesuai syariat islam tan dilabeli n ttek "
"1869","Netral",0," kanwil kemenkumham sulsel dpmptsp kota makassar al gazali  pemerintah kota makassar berusaha menciak "
"1870","Negatif",-1," senakal nya gua gak rnah kudeta  merintah"
"1871","Negatif",-2,"warga korban gem cianjur jawa barat  rumahnya rusak berat  dindahkan  temt   aman  gu "
"1872","Netral",0,"langan kerja   amerika turun    juta kerjaan  dgn gaji yg  murahjika   "
"1873","Netral",0,"just sted a oto  kantor pemerintah kabuten magelang "
"1874","Netral",0,"bhabinkamtibmas polsek pangaribuan brika dedi p simanjuntak laksanakan coffe morning  merintah desa godung "
"1875","Negatif",-1," isilokan   dibawah merintah ga solid a gimana ni rejim"
"1876","Netral",0,"     pemerintah  rakyat "
"1877","Netral",0," well    regulasi merintah  sih kalo  aman kalo anehaneh yg  ntat suruh tutugame "
"1878","Negatif",-1,"  elok coba njelasan  masingmasing mda a alasan terkait nolakan krn    "
"1879","Netral",0," tkita ju jgan lengah om dibalik  osisi  kekuatan dr  "
"1880","Negatif",-2," asumsi polisi   jalanan  indonesia  rusak rah  mbangunan gagal merintah sat am da "
"1881","Negatif",-2,"bnpb  pemerintah pusat siaan lahan  hektar  relokasi rumah korban gemcianjur "
"1882","Positif",1," kanwil kemenkumham sulsel puskapa feri shatra  mendorong merintah daerah menyediakan layanan ndidi "
"1883","Positif",3,"selamat romo am mas   estasinya bangga   raihan penghargaan seniman "
"1884","Netral",0,"kasubdit regident polda nusa tenggara barat koml veronika sik   aset pemerintah kota matarampada ra "
"1885","Netral",0,"bhabinkamtibmas polsek pangaribuan brika dedi p simanjuntak laksanakan monitoring bantuan merintah bedah rumah mi "
"1886","Negatif",-1,"  sebenernya nyindir merintah daerah yg ga  bikin jalan "
"1887","Negatif",-3,"  nantang maut  bahaya bpa galon bekas kai a ya sam gak  gini kestian  mer "
"1888","Positif",2," pemerintah  ikn nusantara  contoh kemudahan berusaha"
"1889","Negatif",-2,"sahabateyecarehari aids sedunia relevan sami     masyarakat  merintah  hiv m "
"1890","Netral",0,"  mrk yg nting tujuan  tercai bs menganggu stabilitas merintah   n  "
"1891","Negatif",-2," sebenernya  emang ga sesuai syariat islam ya ga  dilabeli a  ketauan sih "
"1892","Netral",0," pemda   bkn merintah sat entar nyalahin jokowi "
"1893","Netral",0,"  disebabkan katena merintah  berdaya menghada ra ng ng king "
"1894","Netral",0," belajar  rusia  bersikaterhadalgbt walaun islam    aturannya ta "
"1895","Netral",0,"njirr keabstainan merintah divalidasi langsung  instansi araturnya  terstruktural  mah ogebnya "
"1896","Negatif",-2,"  yg tolol ta ngatain org  tolol tanda onta ya   "
"1897","Positif",1," duit subsidi    ngusaha k  rakyat harga jual konsumen  subsi "
"1898","Positif",2," pemerintah tdk  mengajukan judicial review  mk  gugat uu yg  disetu "
"1899","Negatif",-2,"    sertifikasi halal  ga  via merintah ya  mui   ya "
"1900","Negatif",-1," ty ya bkn ulntutg merintah era sby  dr njaman ln njaman dn sun sbn sbsn"
"1901","Negatif",-1,"pemerintah mengumumkan sal ncemaran nama   nghinaan   uu ite dihas "
"1902","Netral",0,"meskin kalah  wto  mendatkan  tekananmerintah  oimis  melaksanakan hilirisasi "
"1903","Netral",0,"bhabinkamtibmas polsek pangaribuan brika dedi p simanjuntak laksanakan coffe morning  merintah desa godung "
"1904","Netral",0," pembelajaran   pemerintah kabdemak  "
"1905","Negatif",-1," ump  juta ta gaya hidu juta ya sengsara  dikomrin  gerombolan "
"1906","Negatif",-1," ta larangan tsb  menjadikan lgbt rson  rendah   hukum nindasan  lgbt "
"1907","Netral",0,"bhabinkamtibmas polsek pangaribuan brika dedi p simanjuntak laksanakan monitoring bantuan merintah bedah rumah mi "
"1908","Netral",0,"bbktms ds pepedanmogabhabinkamtibmas polsek moga  babinsa koramil moga ds pedan mengikuti giat musd "
"1909","Netral",0," mui  lembaga negara yaa guyss   nolak ta merintah bilang iya yaa gak nya kekuatan hu "
"1910","Negatif",-2,"hadirnya uu    bertentangan  amanat uud   kena ya merintah ngotot   m "
"1911","Netral",0," bahasanya  loh bang pemerintah cabut izincoba  nter bahasa indonesia a arti cabut izin "
"1912","Netral",0,"ganjar desak pemerintah pusat  daftarkan kebaya  unesco    warisan budaya indonesia  dikla "
"1913","Netral",0,"pemerintah  jajarannya membiarkan kkb  "
"1914","Negatif",-1," gak adil mberitaan of rocky     sisi  namanya buzer   cint "
"1915","Netral",0,"pemerintah daerah   sistem  memrmudah oses layanan masuknya investasi "
"1916","Positif",1,"  a merintah bikin transrtasi  ngga  untungnyamending suruh rakyat belanja kendara "
"1917","Negatif",-2,"  kotor nya merintah takut tersaingidengki merintah ga  saing nya majucuma  jmn  rakus  kuasaan"
"1918","Negatif",-1,"      isu bpa   bahas  luas ta tekait  bpa galon bekas kai "
"1919","Positif",1," rakyat sejahtera hukum adil merintah amanah"
"1920","Positif",1," ya tdk mungkinlah klo pemerintah  menaikan harga bbm bersubsidi "
"1921","Netral",0,"  presiden   merintah  rlu   memlajari rkembangan investasi  n "
"1922","Netral",0,"  video  an  tu  dakwaan keluarga mahsa amini menafikan dakwaan  sakit  "
"1923","Netral",0," merintah  berencana bagibagi komr listrik  naikkan konsumsi listrik  rencana  diba "
"1924","Positif",1,"kabar gembiramulai  den merintah  memberiksan subsidi  r juta  setiambelian moto "
"1925","Negatif",-1," tauu    maksudnya  ngesatir merintah yg  rbaiki jalan "
"1926","Positif",2,"pemerintah  salurkan bantuan sosial r milyarbantuanbbmuntukrakyatbltbbmtetsasaran "
"1927","Netral",0,"persyaratan  warga negara indonesia wni siswa smpsederajat smasederajat ds    mene "
"1928","Negatif",-1,"  sindiran  merintah "
"1929","Negatif",-1," goblok   merintah daerahnya duitnya  kemanain   gak  asl anjing wkwkw koruinya  exse"
"1930","Netral",0,"    nyindir merintah"
"1931","Negatif",-3,"meroko  dianjurkan merintah  rokok mengurangi resiko kematia  rnah terdengarkan orang  meninggal  sisi"
"1932","Negatif",-1,"kewajiban merintah adakanselenggarakan transrtasi  yg terjangkau aman dn nyaman uu  perkeretaa "
"1933","Negatif",-1,"      nehhh  ramahasiswa dek  ga ngebantu ade ade nya yg sekolahnya  "
"1934","Positif",1," dana  ormas ndukung merintah"
"1935","Negatif",-3,"korban gem cianjur dat rumah  tanah  hunian   hak kelola pemerintah "
"1936","Negatif",-1," wow menyindir merintah"
"1937","Positif",2,"  november  merintah  salurkan bantuan sosial  miliar ruah keda komunitas adat tern "
"1938","Negatif",-1,"cegah angka kemiskinan merintah bagikan blt  bsu   nyesuaian harga bbmbantuanbbmuntukrakyat "
"1939","Negatif",-1,"pemkab sintang   blt bbm  nyandang disabilitas  bentuk kedulian merintah  menja "
"1940","Netral",0," beneran musti diganti dgn   org  merintah sat ga masuk nalar sumh  mudahan  "
"1941","Positif",1,"pemerintah  takut banget  fenomena  anies baswedan"
"1942","Netral",0," pemerintah  gencarnya membangun   bidang"
"1943","Negatif",-1,"ken as merintah tu ga rnah jelassss hhhhhh"
"1944","Negatif",-1,"kelauan widi  dilelang  situs asing pemerintah siaan sanksi"
"1945","Positif",2,"  november  merintah  salurkan bantuan sosial  miliar ruah keda komunitas adat tern "
"1946","Netral",0," yesss tet sasaran "
"1947","Netral",0," akah instansi merintah   memotong h   gawai   tetakita  memotong h  nya"
"1948","Negatif",-1,"cegah angka kemiskinan merintah bagikan blt  bsu   nyesuaian harga bbmbantuanbbmuntukrakyat "
"1949","Negatif",-1,"cegah angka kemiskinan pemerintah bagikan blt  bsubantuanbbmuntukrakyatbltbbmtetsasaran "
"1950","Negatif",-1,"pemkab sintang   blt bbm  nyandang disabilitas  bentuk kedulian merintah  menja "
"1951","Netral",0,"dukung pemerintah sesuaikan harga bbm bantuanbbmuntukrakyat bltbbmtetsasaran"
"1952","Negatif",-1,"s smdlu jga  byr s  untk ankreguler dlu sklh gua  jalur g mm   ogram merintah kynya "
"1953","Netral",0," pengalihan bbm  lindungi masyarakatdukung blt bbm pemerintahbantuanbbmuntukrakyatbltbbmtetsasaran "
"1954","Positif",1,"  setuju gus negara   kuat  dukungan merintah dibidang industri rtania "
"1955","Netral",0,"   dirrah  lgbt langkah merintah  menurutku udah bagus sih"
"1956","Netral",0,"sinergitas babinsa koramil gebang  bhabinkamtibmas polsek gebang  aratur merintah desa "
"1957","Netral",0,"pencairan blt bbm tahaii cai  persendukung blt bbm pemerintahbantuanbbmuntukrakyatbltbbmtetsasaran "
